Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,TIME_DETAIL,Value
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH23,,,PT,2019-2020,37.9
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH23,,,PT,2019-2020,36.2
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH23,,,PT,2019-2020,33.6
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH23,,,PT,2019-2020,28.0
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,40.4
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,44.2
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,36.7
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,35.7
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,34.9
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,32.7
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,30.6
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,30.9
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,35.0
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,37.3
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,F,,PT,2019-2020,36.5
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,44.0
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,52.8
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,41.3
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,38.9
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,35.4
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,36.5
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,34.6
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,35.7
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,34.0
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,35.1
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,M,,PT,2019-2020,31.9
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,42.2
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,48.4
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,39.1
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,37.3
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,35.2
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,34.6
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,32.6
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,33.4
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,34.5
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,36.2
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH09,,,PT,2019-2020,34.2
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,39.6
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,46.5
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,33.8
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,34.2
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,33.1
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,32.0
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,31.8
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,37.4
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,39.5
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,37.3
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,F,,PT,2019-2020,37.4
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,37.7
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,42.9
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,32.7
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,30.9
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,29.5
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,27.9
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,28.0
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,30.4
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,30.4
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,31.5
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,M,,PT,2019-2020,28.5
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,38.6
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,44.6
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,33.3
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,32.5
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,31.3
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,29.9
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,29.9
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,33.8
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,34.8
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,34.3
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH10,,,PT,2019-2020,32.8
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,22.0
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,31.8
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,26.2
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,23.7
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,28.4
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,31.4
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,26.9
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,38.4
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,35.3
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,41.0
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,F,,PT,2019-2020,42.7
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,26.9
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,47.9
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,29.7
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,28.0
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,31.1
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,27.8
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,26.5
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,31.3
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,27.9
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,33.8
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,M,,PT,2019-2020,32.7
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,24.5
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,39.5
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,28.0
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,25.9
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,29.8
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,29.6
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,26.7
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,34.8
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,31.5
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,37.3
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH11,,,PT,2019-2020,37.6
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,35.8
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,35.4
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,30.7
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,24.7
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,27.7
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,31.7
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,30.8
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,34.5
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,36.1
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,37.0
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,F,,PT,2019-2020,37.0
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,34.4
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,38.5
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,29.2
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,26.4
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,24.6
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,27.2
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,28.5
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,28.7
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,29.3
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,32.8
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,M,,PT,2019-2020,30.9
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,35.1
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,37.0
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,29.9
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,25.6
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,26.1
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,29.3
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,29.6
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,31.5
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,32.6
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,34.8
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH22,,,PT,2019-2020,33.8
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,42.8
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,31.9
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,32.6
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,30.2
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,26.9
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,27.4
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,26.8
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,27.5
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,32.9
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,31.4
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,F,,PT,2019-2020,32.1
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,45.5
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,43.1
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,32.4
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,32.3
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,26.4
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,26.1
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,23.2
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,25.7
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,27.4
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,26.6
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,M,,PT,2019-2020,28.6
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,44.2
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,37.6
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,32.5
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,31.3
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,26.6
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,26.7
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,24.9
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,26.6
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,30.0
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,28.9
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH24,,,PT,2019-2020,30.3
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,65.1
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,46.5
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,54.6
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,52.4
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,50.0
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,51.9
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,43.2
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,44.4
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,44.9
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,45.8
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,F,,PT,2019-2020,47.0
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,76.2
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,54.8
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,66.8
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,57.4
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,53.4
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,57.4
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,47.8
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,47.1
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,45.9
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,45.6
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,M,,PT,2019-2020,47.4
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,70.6
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,50.5
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,60.6
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,54.9
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,51.7
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,54.6
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,45.5
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,45.7
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,45.4
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,45.7
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH12,,,PT,2019-2020,47.2
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,37.8
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,39.2
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,35.2
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,34.1
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,30.6
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,31.1
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,29.7
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,33.7
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,31.8
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,34.1
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,F,,PT,2019-2020,32.7
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,46.2
2010,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,46.5
2011,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,39.4
2012,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,33.2
2013,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,31.9
2014,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,33.1
2015,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,30.5
2016,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,33.8
2017,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,27.6
2018,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,32.0
2019,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,M,,PT,2019-2020,29.3
2009,A,0,C,MoEYS_Education Statistics & Indicators,A,N,N_KH_04010102_01,KH18,,,PT,2019-2020,42.1
